"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSMUSG00000020357",8.05684779755901,0.540463564313063,0.446368099447851,1.21080239600815,0.22597114669589,0.668803765446103,"Flt4","14257","FMS-like tyrosine kinase 4"
"ENSMUSG00000020358",1032.63129618365,-0.311054962573709,0.124183497951618,-2.50480110243711,0.0122520270246577,0.174965203239401,"Hnrnpab","15384","heterogeneous nuclear ribonucleoprotein A/B"
"ENSMUSG00000020359",10.5899309326159,-0.192243382120924,0.442031738994115,-0.434908548780664,0.663628809159857,0.921386346901691,"Phykpl","72947","5-phosphohydroxy-L-lysine phospholyase"
"ENSMUSG00000020361",420.092567192903,-0.5639799266886,0.23854434817723,-2.3642560848668,0.0180663196057689,0.216175580268385,"Hspa4","15525","heat shock protein 4"
"ENSMUSG00000020363",3.09117635450749,-1.1208674139172,0.717364477504317,-1.56247967256011,0.118175030899166,0.527993027962329,"Gfpt2","14584","glutamine fructose-6-phosphate transaminase 2"
"ENSMUSG00000020366",404.503081187117,0.0845080205249125,0.13346974687918,0.633162364512545,0.526627619922878,0.859233190939492,"Mapk9","26420","mitogen-activated protein kinase 9"
"ENSMUSG00000020374",140.863241992011,0.210045900618051,0.187880493326724,1.11797609692658,0.263577202339488,0.699631047371887,"Rasgef1c","74563","RasGEF domain family, member 1C"
"ENSMUSG00000020375",20.7718210720346,-0.179625992169278,0.315843160193287,-0.568718955507384,0.569546881820787,0.880192629440054,"Rufy1","216724","RUN and FYVE domain containing 1"
"ENSMUSG00000020376",163.089347337583,-0.0374657885468042,0.128597376985063,-0.291341778698612,0.770789937792277,0.944508590199091,"Rnf130","59044","ring finger protein 130"
"ENSMUSG00000020377",11.5303364346391,-0.0310379775850308,0.39143641339639,-0.0792925147553915,0.936799959916937,0.986374260277001,"Ltc4s","17001","leukotriene C4 synthase"
"ENSMUSG00000020381",2.88906602648336,-0.992225785636993,0.789320830805475,-1.25706271380734,0.208730927376421,0.653887063603524,"Mrnip","68067","MRN complex interacting protein"
"ENSMUSG00000020386",97.4022011013836,0.0367783391983863,0.172512761191174,0.213191991968812,0.831177214180108,0.959863758908864,"Sar1b","66397","secretion associated Ras related GTPase 1B"
"ENSMUSG00000020387",29.340451590652,0.400521820102689,0.301939108543308,1.32649865078753,0.184674581746475,0.626214408230902,"Jade2","76901","jade family PHD finger 2"
"ENSMUSG00000020390",69.0182455408168,-0.48799880516135,0.176346515010026,-2.76727218076073,0.00565275388490971,0.110115645678041,"Ube2b","22210","ubiquitin-conjugating enzyme E2B"
"ENSMUSG00000020392",30.1151093355678,-0.0215544784138596,0.262173565311331,-0.0822145374887956,0.934476113336966,0.985927928482748,"Cdkn2aipnl","52626","CDKN2A interacting protein N-terminal like"
"ENSMUSG00000020393",30.1073455151698,-0.303024104179418,0.283602768243096,-1.06848076997498,0.285303700185458,0.724618307591318,"Kremen1","84035","kringle containing transmembrane protein 1"
"ENSMUSG00000020396",736.164430645131,0.166058994184167,0.139432040991222,1.19096724829999,0.233666442576313,0.673199135833527,"Nefh","380684","neurofilament, heavy polypeptide"
"ENSMUSG00000020399",36.9405048956827,-0.433076056457512,0.245161107521688,-1.76649575797499,0.0773127126251172,0.441941652602983,"Havcr2","171285","hepatitis A virus cellular receptor 2"
"ENSMUSG00000020411",71.9274822256088,-0.451585439791528,0.192341900666936,-2.34782664736949,0.0188833075550444,0.220960625132081,"Nipal4","214112","NIPA-like domain containing 4"
"ENSMUSG00000020412",204.625197622689,0.225544221965621,0.141455227698663,1.59445660393754,0.110833803075294,0.514057734263508,"Ascc2","75452","activating signal cointegrator 1 complex subunit 2"
"ENSMUSG00000020413",14.7913411720275,-0.0834249762519766,0.330172581826682,-0.252670817759693,0.80052260033988,0.952768435484559,"Hus1","15574","HUS1 checkpoint clamp component"
"ENSMUSG00000020420",10.1589794143373,-0.209055227093887,0.426849260304568,-0.489763592291856,0.624301196466141,0.903840364702608,"Zfp607a","545938","zinc finger protein 607A"
"ENSMUSG00000020423",201.891510039733,-0.0661939326669164,0.259164456983397,-0.255412850347596,0.798404246718357,0.952064593194709,"Btg2","12227","BTG anti-proliferation factor 2"
"ENSMUSG00000020424",16.5508593224692,0.212352719040833,0.345325475546279,0.614934993443236,0.538597651859255,0.864056930303974,"Castor1","71962","cytosolic arginine sensor for mTORC1 subunit 1"
"ENSMUSG00000020427",26.5950869154134,0.02361673970925,0.274476355236407,0.0860428931625415,0.931432319823876,0.985846366880393,"Igfbp3","16009","insulin-like growth factor binding protein 3"
"ENSMUSG00000020430",3.06734430670826,0.323416221915645,0.731230542660791,0.442290362679331,0.658279103906739,0.92051451208108,"Pes1","64934","pescadillo ribosomal biogenesis factor 1"
"ENSMUSG00000020431",3712.38277304561,0.15953640992323,0.231936340046695,0.687845681668995,0.491549965484117,0.841946138409046,"Adcy1","432530","adenylate cyclase 1"
"ENSMUSG00000020432",153.915013229036,-0.0921677025599503,0.188333081038147,-0.489386686884189,0.624567959561738,0.903970637197551,"Tcn2","21452","transcobalamin 2"
"ENSMUSG00000020434",5.16956790054786,0.243028692948066,0.551608757925434,0.440581643159695,0.65951589469175,0.92051451208108,"4921536K21Rik","67430","RIKEN cDNA 4921536K21 gene"
"ENSMUSG00000020436",221.441498011414,0.34245561876453,0.164585333835923,2.08071770906349,0.0374597521674019,0.317209760458331,"Gabrg2","14406","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2"
"ENSMUSG00000020440",992.524296976401,0.149044586760179,0.168942588414688,0.882220333894333,0.377657667948906,0.791734829967875,"Arf5","11844","ADP-ribosylation factor 5"
"ENSMUSG00000020441",150.982024273548,-0.117393737631702,0.178318919280046,-0.658335851886458,0.510322345325424,0.85224375580835,"2310033P09Rik","67862","RIKEN cDNA 2310033P09 gene"
"ENSMUSG00000020447",23.2030809377912,0.106629941739219,0.275298460555931,0.387324874697422,0.698515712584851,0.928874265026836,"Npc1l1","237636","NPC1 like intracellular cholesterol transporter 1"
"ENSMUSG00000020448",78.0756207732195,-0.000756578320573862,0.181076131950813,-0.00417823327913465,0.996666261875012,0.99832574536687,"Rnf185","193670","ring finger protein 185"
"ENSMUSG00000020455",330.337552295573,-0.0610556207004718,0.130199035056896,-0.468940654389573,0.639112056030183,0.910239980217483,"Trim11","94091","tripartite motif-containing 11"
"ENSMUSG00000020456",286.219795989506,-0.0266926719809466,0.171509407558347,-0.155633864992892,0.876321629785506,0.972876824556705,"Ogdh","18293","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)"
"ENSMUSG00000020458",1056.38977933922,-0.38678663492805,0.227900927135603,-1.69717008083038,0.0896645098509848,0.471293440534079,"Rtn4","68585","reticulon 4"
"ENSMUSG00000020462",21.1511517660159,0.115402814537987,0.449759528890238,0.256587814432166,0.79749698281718,0.952064593194709,"Cfap36","216618","cilia and flagella associated protein 36"
"ENSMUSG00000020467",9.20915314067916,-0.413404117211823,0.409648403390294,-1.00916813977657,0.312894003527754,0.746064770441517,"Efemp1","216616","epidermal growth factor-containing fibulin-like extracellular matrix protein 1"
"ENSMUSG00000020473",19.564860364674,0.581722670036778,0.432379637786409,1.34539793088994,0.178496763096761,0.617552908048232,"Aebp1","11568","AE binding protein 1"
"ENSMUSG00000020475",76.8575103601439,0.950848533113542,0.226490984567025,4.19817386961891,2.69076010338912e-05,0.00171990022358503,"Pgam2","56012","phosphoglycerate mutase 2"
"ENSMUSG00000020476",496.079261633772,0.0359109261468267,0.145314405908409,0.247125712845437,0.804810934782871,0.95384533579229,"Dbnl","13169","drebrin-like"
"ENSMUSG00000020477",63.1944845963266,0.209820383560461,0.189442409930532,1.10756817144272,0.268048355678902,0.704113802778486,"Mrps24","64660","mitochondrial ribosomal protein S24"
"ENSMUSG00000020482",297.036025793958,-0.248667678010567,0.196051810357605,-1.26837736186669,0.20466322201977,0.649606546804163,"Ccdc117","104479","coiled-coil domain containing 117"
"ENSMUSG00000020483",800.361707875389,-0.0721030759781646,0.220858742871895,-0.326466931037394,0.744071105109052,0.941902532487084,"Dynll2","68097","dynein light chain LC8-type 2"
"ENSMUSG00000020484",21.8336955202019,-0.590373057161764,0.302541329329364,-1.95137986096124,0.0510118753453548,0.373174856335439,"Xbp1","22433","X-box binding protein 1"
"ENSMUSG00000020485",2.15320875556993,-0.572987375400121,1.1015374163143,-0.520170596943782,0.602944676853128,0.894187240454893,"Supt4a","20922","SPT4A, DSIF elongation factor subunit"
"ENSMUSG00000020492",15.1279759790007,-0.336284375624704,0.38009323485024,-0.884741807512579,0.376295901538973,0.791609069672935,"Ska2","66140","spindle and kinetochore associated complex subunit 2"
"ENSMUSG00000020493",7.46358651065702,0.0247861055788203,0.527962768944273,0.0469466921472195,0.962555714143733,0.990003796432632,"Prr11","270906","proline rich 11"
"ENSMUSG00000020495",79.1315900736878,-0.0243973193851032,0.196542457488289,-0.124132565028892,0.901210314390753,0.978605398779816,"Smg8","74133","smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ENSMUSG00000020496",4769.61683119477,0.264537677105835,0.16269673070405,1.62595570274264,0.103959079075981,0.501239236169585,"Rnf187","108660","ring finger protein 187"
"ENSMUSG00000020513",86.4881704791358,0.19631895889582,0.243258183393439,0.807039484374918,0.419643735242124,0.812975275681228,"Tubd1","56427","tubulin, delta 1"
"ENSMUSG00000020514",6.19862034083199,-0.912955256566811,0.68516059800996,-1.33246899955788,0.182706121743265,0.623389367435688,"Mrpl22","216767","mitochondrial ribosomal protein L22"
"ENSMUSG00000020519",199.192185773846,0.0354396525940502,0.155931500419541,0.22727705754577,0.82020831176156,0.957804001633919,"Sap30l","50724","SAP30-like"
"ENSMUSG00000020520",12.5212697641411,0.398098539891698,0.386366962146957,1.03036382220558,0.302839249418245,0.739996435186086,"Galnt10","171212","polypeptide N-acetylgalactosaminyltransferase 10"
"ENSMUSG00000020521",8.5525558260068,-0.725915366918911,0.43717620296509,-1.66046404629412,0.0968211350204212,0.485625182861132,"Rnft1","76892","ring finger protein, transmembrane 1"
"ENSMUSG00000020522",37.4908656890046,-0.136068344350724,0.254690459291909,-0.534249868365787,0.59316867127767,0.889492082281045,"Mfap3","216760","microfibrillar-associated protein 3"
"ENSMUSG00000020525",55.0576198447085,-0.549225804263522,0.213323224112559,-2.57461796083545,0.0100350861097197,0.153866305313499,"Ppm1d","53892","protein phosphatase 1D magnesium-dependent, delta isoform"
"ENSMUSG00000020526",8.56032235983568,-0.457377817997519,0.432109893109085,-1.05847569169645,0.28983862730097,0.730093507735719,"Znhit3","448850","zinc finger, HIT type 3"
"ENSMUSG00000020532",9.51294213246282,-0.228310243816635,0.468213567287669,-0.487619880686544,0.625819111062354,0.904239633472915,"Acaca","107476","acetyl-Coenzyme A carboxylase alpha"
"ENSMUSG00000020534",2.56120041776306,0.485235491679889,0.806580210182164,0.601596078795809,0.547443039670379,0.868090072190625,"Shmt1","20425","serine hydroxymethyltransferase 1 (soluble)"
"ENSMUSG00000020536",52.634035536704,0.303503899529562,0.27180235147048,1.11663456142882,0.264150607869376,0.699631047371887,"Llgl1","16897","LLGL1 scribble cell polarity complex component"
"ENSMUSG00000020544",16.1783945148087,-0.218874462807045,0.316097400196224,-0.692427279285354,0.48866903948398,0.839987756769367,"Cox11","69802","cytochrome c oxidase assembly protein 11, copper chaperone"
"ENSMUSG00000020547",272.200680374588,0.191295238963091,0.12968137414089,1.47511730370209,0.140181009119024,0.557365053785424,"Bzw2","66912","basic leucine zipper and W2 domains 2"
"ENSMUSG00000020553",15.9671781492977,-1.46195472071756,0.35463706118437,-4.12239689736632,3.74950446356647e-05,0.00226900486088132,"Pctp","18559","phosphatidylcholine transfer protein"
"ENSMUSG00000020561",5.98672884277852,-0.0876534082888359,0.539743314012508,-0.162398321597004,0.870992192467096,0.970989367299802,"Twistnb","28071","twist basic helix-loop-helix transcription factor 1 neighbor"
"ENSMUSG00000020562",6.95182679903113,0.101027255632961,0.62813781990396,0.160836129320167,0.87222246857843,0.971489782852495,"Efcab10","75040","EF-hand calcium binding domain 10"
"ENSMUSG00000020570",32.8025642628947,-0.215115720032387,0.247255652231432,-0.870013356989058,0.384293104804057,0.796400364022261,"Sypl","19027","synaptophysin-like protein"
"ENSMUSG00000020572",536.317041366375,-0.243432194145372,0.21558884486722,-1.12915023175388,0.258834464190683,0.695030883013101,"Nampt","59027","nicotinamide phosphoribosyltransferase"
"ENSMUSG00000020576",695.541450418143,-0.0914339153954918,0.0923538924785874,-0.990038567315299,0.322155268422103,0.752038787982846,"Nbas","71169","neuroblastoma amplified sequence"
"ENSMUSG00000020577",351.883369268992,-0.0614181076201047,0.142457703936913,-0.431132230288531,0.666372226717126,0.922178590933178,"Tspan13","66109","tetraspanin 13"
"ENSMUSG00000020580",2357.47941851382,-0.249670407905501,0.230568789452911,-1.08284563794568,0.278876944609971,0.717503022019164,"Rock2","19878","Rho-associated coiled-coil containing protein kinase 2"
"ENSMUSG00000020585",1325.07418670193,0.0164307634891043,0.132359866595255,0.124137050842973,0.901206762699451,0.978605398779816,"Laptm4a","17775","lysosomal-associated protein transmembrane 4A"
"ENSMUSG00000020589",653.263811349031,0.249000260838821,0.104203178786779,2.38956492247061,0.0168683422330445,0.207573292021492,"Fam49a","76820","family with sequence similarity 49, member A"
"ENSMUSG00000020590",882.328391724359,-0.0202860819957966,0.160067785201005,-0.126734320527534,0.899150680993562,0.977941392375595,"Snx13","217463","sorting nexin 13"
"ENSMUSG00000020591",665.533529359656,-0.387892989867751,0.146771352600647,-2.64283855803371,0.00822142255504842,0.1401341474508,"Ntsr2","18217","neurotensin receptor 2"
"ENSMUSG00000020593",459.06157670865,0.129252083195783,0.0966343456628732,1.33753772852877,0.181047175539417,0.620860810828296,"Lpin1","14245","lipin 1"
"ENSMUSG00000020594",1876.65259215105,0.0545908307011723,0.116895190834133,0.46700664340104,0.640495125021065,0.911345356149789,"Pum2","80913","pumilio RNA-binding family member 2"
"ENSMUSG00000020598",3737.94937244951,0.0166037113570544,0.102546063836865,0.161914662892067,0.871373055865615,0.971118127776362,"Nrcam","319504","neuronal cell adhesion molecule"
"ENSMUSG00000020601",88.0121403488087,0.209931749240546,0.261244042654691,0.80358482860423,0.421636787891281,0.814053006623812,"Trib2","217410","tribbles pseudokinase 2"
"ENSMUSG00000020605",68.9473684808988,0.147204084334398,0.213735215981631,0.688721714193555,0.490998408794639,0.841676715227124,"Hs1bp3","58240","HCLS1 binding protein 3"
"ENSMUSG00000020607",1170.00528874535,-0.0206421146936701,0.14141989560344,-0.14596330032341,0.883950360178722,0.974785457574702,"Lratd1","105005","LRAT domain containing 1"
"ENSMUSG00000020608",505.475696756477,-0.191057854496683,0.187183466390558,-1.02069834575048,0.307397378521425,0.743379756476379,"Smc6","67241","structural maintenance of chromosomes 6"
"ENSMUSG00000020611",55.7095488058085,-0.0989173741787194,0.234103345861018,-0.422537208150132,0.672632948040475,0.924474823224021,"Gna13","14674","guanine nucleotide binding protein, alpha 13"
"ENSMUSG00000020614",18.5308457933646,-0.172716574191862,0.298098313752173,-0.579394670227661,0.562322899557346,0.876242103461952,"Fam20a","208659","family with sequence similarity 20, member A"
"ENSMUSG00000020620",300.980662180002,-0.0288907097482717,0.14623392826294,-0.197565025377175,0.843385401093437,0.962860292139158,"Abca8b","27404","ATP-binding cassette, sub-family A (ABC1), member 8b"
"ENSMUSG00000020621",263.736895411737,-0.253733541045983,0.158218718701424,-1.60368850872067,0.108782730113281,0.510116054509284,"Rdh14","105014","retinol dehydrogenase 14 (all-trans and 9-cis)"
"ENSMUSG00000020623",30.8321112865304,-0.191596453394344,0.244586015900216,-0.783349991164293,0.433421614311389,0.822331577396793,"Map2k6","26399","mitogen-activated protein kinase kinase 6"
"ENSMUSG00000020627",1234.93763178965,-0.00222184763381187,0.111699346311688,-0.019891321723692,0.984130068038196,0.995913141285041,"Klhl29","208439","kelch-like 29"
"ENSMUSG00000020628",1082.32775129511,0.162388355864906,0.109049527423414,1.48912480137937,0.136454507991065,0.553053035808105,"Trappc12","217449","trafficking protein particle complex 12"
"ENSMUSG00000020629",138.69885747989,1.10477414931222,0.196368598585458,5.62602247645739,1.84412327893548e-08,2.773507172599e-06,"Adi1","104923","acireductone dioxygenase 1"
"ENSMUSG00000020630",104.827286277228,-0.180922904394231,0.191203983182886,-0.946229787593798,0.344031396135867,0.764705300648013,"Rnaseh1","19819","ribonuclease H1"
"ENSMUSG00000020631",231.768145947407,-0.337729009744742,0.206717217443304,-1.63377300605051,0.102306522369405,0.497705017285086,NA,NA,NA
"ENSMUSG00000020634",13.4841752059046,0.21112945393381,0.433862335376768,0.486627754286308,0.626522151441193,0.904239633472915,"Ubxn2a","217379","UBX domain protein 2A"
"ENSMUSG00000020635",27.8070657442504,0.324922474080679,0.300202511128656,1.08234429105567,0.279099572333956,0.717534270050117,"Fkbp1b","14226","FK506 binding protein 1b"
"ENSMUSG00000020636",4.70251381594669,-0.384891235551388,0.646808841051916,-0.595061803616403,0.551802159537143,0.87160687127888,"Allc","94041","allantoicase"
"ENSMUSG00000020638",95.5735835353415,0.113167901283942,0.200221547860025,0.565213397326532,0.571928625214424,0.881421647086787,"Cmpk2","22169","cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial"
"ENSMUSG00000020639",58.613843919373,-0.200204436654322,0.255461530210734,-0.783697007096023,0.433217919102967,0.8222939232862,"Pfn4","382562","profilin family, member 4"
"ENSMUSG00000020640",777.233926549166,0.00986366556221263,0.103116957464215,0.0956551260313871,0.923794481642847,0.983364528031107,"Itsn2","20403","intersectin 2"
"ENSMUSG00000020642",487.43370096716,-0.0988500783455259,0.115353529193667,-0.856931548054908,0.391482716249215,0.800418580383992,"Rnf144a","108089","ring finger protein 144A"
"ENSMUSG00000020644",509.921625962009,-0.422681924448794,0.198557232679376,-2.1287661937318,0.0332736091923132,0.302748399652835,"Id2","15902","inhibitor of DNA binding 2"
"ENSMUSG00000020646",335.024442914186,-0.0660559576391656,0.138831922183282,-0.475798048462949,0.634218260325962,0.908041763963425,"Mboat2","67216","membrane bound O-acyltransferase domain containing 2"
"ENSMUSG00000020647",1860.57278557135,0.0960985192556422,0.0760755985089386,1.26319767624767,0.20651814775804,0.650902152722824,"Ncoa1","17977","nuclear receptor coactivator 1"
"ENSMUSG00000020648",56.8993759173325,0.00434491605386731,0.235110994458735,0.018480275938903,0.985255712400071,0.996226928962022,"Dus4l","71916","dihydrouridine synthase 4-like (S. cerevisiae)"
"ENSMUSG00000020650",355.686123733914,-0.251286017041472,0.264560466072494,-0.949824517517349,0.342201425877202,0.762909816072347,"Bcap29","12033","B cell receptor associated protein 29"
"ENSMUSG00000020651",25.3920602421723,0.325591425071098,0.25953308507448,1.25452762593895,0.209650290915276,0.65488501074848,"Slc26a4","23985","solute carrier family 26, member 4"
"ENSMUSG00000020653",7.89001704416703,-0.361734193377923,0.474590226017963,-0.762203209309733,0.445938730972583,0.825694963863824,"Klf11","194655","Kruppel-like factor 11"
"ENSMUSG00000020656",104.914933722275,-0.1688610094914,0.160418048586964,-1.05263099120583,0.292510147659967,0.733557639986408,"Grhl1","195733","grainyhead like transcription factor 1"
"ENSMUSG00000020657",274.151206741768,-0.0129976742280619,0.13925754571559,-0.0933355112735324,0.925637021287796,0.983633605227586,"Dnajc27","217378","DnaJ heat shock protein family (Hsp40) member C27"
"ENSMUSG00000020658",3389.27721553249,-0.0423692180558717,0.0843217852334813,-0.502470600433259,0.615336527759973,0.899802102027959,"Efr3b","668212","EFR3 homolog B"
"ENSMUSG00000020659",115.963301088978,-0.055648979705905,0.140337637828704,-0.396536385868415,0.691709371013297,0.927794470675558,"Cbll1","104836","Casitas B-lineage lymphoma-like 1"
"ENSMUSG00000020660",9.72005261787451,0.128215348816151,0.561407198739117,0.228382088979468,0.819349212472396,0.957804001633919,"Pomc","18976","pro-opiomelanocortin-alpha"
"ENSMUSG00000020661",1192.2536549737,-0.0884427596702289,0.115544531506592,-0.765443059199933,0.444007760767585,0.824864776069212,"Dnmt3a","13435","DNA methyltransferase 3A"
"ENSMUSG00000020664",965.191441121557,-0.279680582492498,0.192676834484386,-1.45155271644845,0.146626014187324,0.567757954626993,"Dld","13382","dihydrolipoamide dehydrogenase"
"ENSMUSG00000020668",3670.98005280246,0.0910223934213547,0.106140150841795,0.857567967441713,0.391131069250259,0.800418580383992,"Kif3c","16570","kinesin family member 3C"
"ENSMUSG00000020669",39.2502286385013,-0.182637082017045,0.258750325036871,-0.705842908568406,0.480285834768826,0.835208917234182,"Sh3yl1","24057","Sh3 domain YSC-like 1"
"ENSMUSG00000020671",842.613838629988,-0.103855864545219,0.122267502893676,-0.849415111025311,0.395650347662971,0.802999822494386,"Rab10","19325","RAB10, member RAS oncogene family"
"ENSMUSG00000020677",22.7730255967881,-0.126614286413071,0.293217912865788,-0.431809520692635,0.665879859304288,0.92200830234294,"Ddx52","78394","DEAD (Asp-Glu-Ala-Asp) box polypeptide 52"
"ENSMUSG00000020681",80.3963168857895,-0.317308825830065,0.207050312268564,-1.53252039252414,0.125394069290682,0.537537496831747,"Ace","11421","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1"
"ENSMUSG00000020682",3.82369613067669,-0.329876036947162,0.718407070730336,-0.459177046534089,0.646107032273171,0.913358613985129,"Mmp28","118453","matrix metallopeptidase 28 (epilysin)"
"ENSMUSG00000020684",380.855115903519,-0.0626412709422093,0.280315390821733,-0.223467112378592,0.823171976477135,0.957804001633919,"Rasl10b","276952","RAS-like, family 10, member B"
"ENSMUSG00000020686",23.3868179849276,-0.305463958434013,0.318098093954761,-0.960282265876938,0.336913172960127,0.761184656328752,"Gas2l2","237891","growth arrest-specific 2 like 2"
"ENSMUSG00000020689",5.81967514596144,0.502412114698805,0.578603527190146,0.868318444477263,0.385220027656804,0.797667743463623,"Itgb3","16416","integrin beta 3"
"ENSMUSG00000020696",14.7557447936813,0.475100363250157,0.328516546032511,1.44619919144998,0.148121340447458,0.569487574720356,"Rffl","67338","ring finger and FYVE like domain containing protein"
"ENSMUSG00000020700",27.9622791644146,-0.024587653560164,0.281907602180938,-0.0872188382645416,0.93049756564716,0.985846366880393,"Map3k3","26406","mitogen-activated protein kinase kinase kinase 3"
"ENSMUSG00000020701",15.7877910551497,0.457026259857959,0.440369165496552,1.03782529674307,0.299351397386253,0.738058520026327,"Tmem132e","270893","transmembrane protein 132E"
"ENSMUSG00000020704",430.445679830301,0.113616340644717,0.115767617660866,0.981417281795925,0.326387007316331,0.754000434566098,"Asic2","11418","acid-sensing (proton-gated) ion channel 2"
"ENSMUSG00000020705",77.4627354521671,-0.195489626277846,0.210813150686312,-0.927312293570967,0.353764413267513,0.771069855543904,"Ddx42","72047","DEAD (Asp-Glu-Ala-Asp) box polypeptide 42"
"ENSMUSG00000020708",1530.11734240317,-0.199382474771441,0.137829334749404,-1.44658954593339,0.14801191586388,0.569280881361378,"Psmc5","19184","protease (prosome, macropain) 26S subunit, ATPase 5"
"ENSMUSG00000020709",17.2330790695828,-0.0870835446513111,0.405256712163714,-0.214884891569992,0.829857064525054,0.959863758908864,"Adap2","216991","ArfGAP with dual PH domains 2"
"ENSMUSG00000020712",1.99558057815152,0.780460698997611,0.924910193658584,0.843823221269098,0.398768197352911,0.804855408393175,"Tcam1","75870","testicular cell adhesion molecule 1"
"ENSMUSG00000020715",5.23338101890568,1.09770494745545,0.66287885958604,1.6559661415978,0.0977286757240842,0.488278367696382,"Ern1","78943","endoplasmic reticulum (ER) to nucleus signalling 1"
"ENSMUSG00000020720",513.960655497074,-0.132932609738497,0.15471987950123,-0.859182479762989,0.390239847897605,0.800418580383992,"Psmd12","66997","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"
"ENSMUSG00000020722",5.58391530376695,-0.938962270519543,0.59498631344416,-1.57812415059471,0.114537090990139,0.522167851719339,"Cacng1","12299","calcium channel, voltage-dependent, gamma subunit 1"
"ENSMUSG00000020723",156.492989846476,-0.316481362106959,0.191038037853329,-1.65664056050419,0.0975921668361309,0.488205208498359,"Cacng4","54377","calcium channel, voltage-dependent, gamma subunit 4"
"ENSMUSG00000020733",317.846694716277,-0.26971675913117,0.130081314852767,-2.07344736203236,0.0381306650665741,0.319528689545779,"Slc9a3r1","26941","solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1"
"ENSMUSG00000020734",767.570455815904,0.00904363364121689,0.14105262043857,0.0641153181918766,0.948878404788446,0.987996037134969,"Grin2c","14813","glutamate receptor, ionotropic, NMDA2C (epsilon 3)"
"ENSMUSG00000020736",47.5240321172652,-0.00352365533955575,0.249491756009206,-0.0141233337562694,0.988731584665809,0.996390603092604,"Nt5c","50773","5',3'-nucleotidase, cytosolic"
"ENSMUSG00000020737",6.62197857331777,0.0654331141095912,0.645593579442214,0.10135341520299,0.919269915256511,0.983012781577463,"Jpt1","15374","Jupiter microtubule associated homolog 1"
"ENSMUSG00000020745",176.829788684759,0.105263261703408,0.241708443235044,0.43549683368341,0.66320183679003,0.921122705441095,"Pafah1b1","18472","platelet-activating factor acetylhydrolase, isoform 1b, subunit 1"
"ENSMUSG00000020755",27.7388138291849,-0.185331924092308,0.365463764633152,-0.507114362701162,0.612074577928631,0.898238031913409,"Sap30bp","57230","SAP30 binding protein"
"ENSMUSG00000020766",75.4835420295999,0.410941748290447,0.216346198064191,1.89946369276394,0.0575035359716163,0.393659564624165,"Galk1","14635","galactokinase 1"
"ENSMUSG00000020770",44.1141028433976,0.212812441684291,0.265111082968263,0.802729328783918,0.42213119726873,0.814053006623812,"Unk","217331","unkempt family zinc finger"
"ENSMUSG00000020774",23.4164215554075,-0.520661785377982,0.3009685667092,-1.72995403164827,0.083638488500679,0.456794595032924,"Aspa","11484","aspartoacylase"
"ENSMUSG00000020780",79.4729734632033,-0.0998193203003134,0.20913896593943,-0.477287050989927,0.633157730492745,0.906905337499902,"Srp68","217337","signal recognition particle 68"
"ENSMUSG00000020783",21.4888362208516,0.0767183189539632,0.287179236908306,0.267144379168535,0.789357999176345,0.950111061935492,"Ncbp3","66874","nuclear cap binding subunit 3"
"ENSMUSG00000020785",404.895433388974,0.0473820033899242,0.151153476749988,0.313469490803015,0.753923996301023,0.942702303011732,"Camkk1","55984","calcium/calmodulin-dependent protein kinase kinase 1, alpha"
"ENSMUSG00000020793",5.01330590173706,-0.869844865363737,0.562556511474438,-1.54623552944736,0.122047695741677,0.534550012452212,"Galr2","14428","galanin receptor 2"
"ENSMUSG00000020794",225.943050439763,-0.141689478927359,0.173883331713482,-0.814853715598391,0.415156049385878,0.810422011274934,"Ube2g1","67128","ubiquitin-conjugating enzyme E2G 1"
"ENSMUSG00000020799",9.75322859802425,0.752602369518474,0.441359203605226,1.70519242234187,0.0881585428171958,0.468830877068551,"Tekt1","21689","tektin 1"
"ENSMUSG00000020801",14.6437272562168,-1.0271950502688,0.458487122087062,-2.24040109478526,0.0250648952800617,0.255129625720617,"Med31","67279","mediator complex subunit 31"
"ENSMUSG00000020803",37.2845028267027,-0.401358366727642,0.248403858665589,-1.61574932403915,0.106148522052183,0.503983720997065,"Txndc17","52700","thioredoxin domain containing 17"
"ENSMUSG00000020805",13.5187704939143,0.129243975834291,0.419739734272322,0.307914560574909,0.75814734600185,0.942902400530942,"Slc13a5","237831","solute carrier family 13 (sodium-dependent citrate transporter), member 5"
"ENSMUSG00000020810",526.401427748845,-0.185985705512409,0.15388525693442,-1.20859989590601,0.226816596428688,0.668803765446103,"Cygb","114886","cytoglobin"
"ENSMUSG00000020814",21.6484317664666,0.190358917392462,0.345951431821923,0.550247519976873,0.58214961422374,0.886882780376314,"Mxra7","67622","matrix-remodelling associated 7"
